成	687
于	687
陳	687
陳	688
侯	688
不	688
許	688
五	689
父	689
諫	689
曰	689
親	690
仁	690
善	691
鄰	691
國	692
之	692
寶	692
也	692
君	693
其	693
許	693
鄭	693
陳	694
侯	694
曰	694
宋	695
衞	696
實	696
難	696
鄭	697
何	697
能	697
爲	697
遂	698
不	698
許	698
君	699
子	699
曰	699
善	700
不	700
可	700
失	700
惡	701
不	701
可	701
長	701
其	702
陳	702
桓	702
公	702
之	702
謂	702
乎	702
長	703
惡	703
不	703
悛	703
從	704
自	704
及	704
也	704
雖	705
欲	705
救	705
之	705
其	706
將	706
能	706
乎	706
商	707
書	707
曰	707
惡	708
之	708
易	708
也	708
如	709
火	709
之	709
燎	709
于	709
原	709
不	710
可	710
鄉	710
邇	710
其	711
猶	711
可	711
撲	711
滅	711
周	712
任	712
有	712
言	712
曰	712
爲	713
國	713
家	713
者	713
見	714
惡	714
如	715
農	715
夫	715
之	715
務	715
去	715
草	715
焉	715
芟	716
夷	716
蕰	716
崇	716
之	716
絶	717
其	717
本	717
根	717
勿	718
使	718
能	718
殖	718
則	719
善	719
者	719
信	719
矣	719
秋	720
宋	721
人	721
取	721
長	721
葛	721
冬	722
京	723
師	723
來	723
告	723
飢	723
公	724
爲	724
之	724
請	724
糴	724
於	724
宋	724
衞	725
齊	726
鄭	727
禮	728
也	728
鄭	729
伯	729
如	729
周	729
始	730
朝	730
桓	730
王	730
也	730
王	731
不	731
禮	731
焉	731
周	732
桓	732
公	732
言	732
於	732
王	732
曰	732
我	733
周	733
之	733
東	733
遷	733
晉	734
鄭	735
焉	735
依	735
善	736
鄭	736
以	736
勸	736
來	736
者	736
猶	737
懼	737
不	737
蔇	737
況	738
不	738
禮	738
焉	738
鄭	739
不	739
來	739
矣	739
七	740
年	740
春	740
滕	741
侯	741
卒	741
不	742
書	742
名	742
未	743
同	743
盟	743
也	743
凡	744
諸	744
侯	744
同	744
盟	744
於	745
是	745
稱	745
名	745
故	746
薨	746
則	746
赴	746
以	746
名	746
告	747
終	747
稱	748
嗣	748
也	748
以	749
繼	749
好	749
息	749
民	749
謂	750
之	750
禮	750
經	750
夏	751
城	752
中	752
丘	752
書	753
不	754
時	754
也	754
齊	755
侯	755
使	755
夷	755
仲	755
年	755
來	755
聘	755
結	756
艾	756
之	756
盟	756
也	756
秋	757
宋	758
及	758
鄭	758
平	758
七	759
月	759
庚	759
申	759
盟	760
于	760
宿	760
公	761
伐	761
邾	761
爲	762
宋	762
討	762
也	762
初	763
戎	764
朝	764
于	764
周	764
發	765
幣	765
于	765
公	765
卿	765
凡	766
伯	766
弗	766
賓	766
冬	767
王	768
使	768
凡	768
伯	768
來	768
聘	768
還	769
戎	770
伐	770
之	770
于	770
楚	770
丘	770
以	770
歸	770
陳	771
及	771
鄭	771
平	771
十	772
二	772
月	772
陳	773
五	773
父	773
如	773
鄭	773
涖	773
盟	773
壬	774
申	774
及	775
鄭	775
伯	775
盟	775
歃	776
如	776
忘	776
洩	777
伯	777
曰	777
五	778
父	778
必	778
不	778
免	778
不	779
賴	779
盟	779
矣	779
鄭	780
良	780
佐	780
如	780
陳	780
涖	780
盟	780
辛	781
巳	781
及	782
陳	782
侯	782
盟	782
亦	783
知	783
陳	783
之	783
將	783
亂	783
也	783
鄭	784
公	784
子	784
忽	784
在	784
王	784
